10, 1, 0.7139831185340881, 1
100, 22, 0.44530394673347473, 22
1000, 29, 0.3873082995414734, 29
1001, 17, 0.9865548610687256, 17
1004, 28, 0.4924226403236389, 28
1005, 29, 0.5366478562355042, 29
1006, 2, 0.7525771260261536, 2
1007, 7, 0.7766342759132385, 7
1009, 22, 0.5427070260047913, 22
1012, 6, 0.6503915190696716, 6
1013, 15, 0.3130209743976593, 15
1014, 27, 0.9999773502349854, 27
1017, 1, 0.571412205696106, 1
1019, 23, 0.754095196723938, 23
1020, 13, 0.27731823921203613, 13
1021, 29, 0.9244025349617004, 29
1024, 28, 0.41041120886802673, 28
1025, 18, 0.9683669209480286, 18
1027, 3, 0.493610143661499, 3
1029, 17, 0.6046205759048462, 17
103, 14, 0.6325361728668213, 14
1030, 14, 0.9968531727790833, 14
1033, 22, 0.5001280307769775, 22
1034, 29, 0.9611221551895142, 29
1035, 5, 0.4736841917037964, 5
1037, 13, 0.4645345211029053, 13
1039, 3, 0.42155689001083374, 3
104, 19, 0.6561241149902344, 19
1044, 26, 0.9738225936889648, 26
1046, 2, 0.4274033010005951, 2
1048, 23, 0.4505417048931122, 23
1049, 26, 0.9800348281860352, 26
1050, 7, 0.8142843246459961, 7
1056, 21, 0.9875876307487488, 21
1058, 11, 0.6594787836074829, 11
1059, 4, 0.27852970361709595, 4
106, 10, 0.6518274545669556, 10
1060, 10, 0.9763649106025696, 10
1062, 22, 0.8513132929801941, 22
1063, 3, 0.4674696922302246, 3
1064, 8, 0.794956386089325, 8
1070, 27, 0.9996439218521118, 27
1073, 27, 0.6384586691856384, 27
1074, 17, 0.9878596663475037, 17
1075, 10, 0.9413943886756897, 10
1077, 21, 0.8844638466835022, 21
1078, 4, 0.6199685335159302, 4
1079, 23, 0.4828672409057617, 23
1080, 11, 0.8111221194267273, 11
1084, 24, 0.2879214584827423, 24
1085, 11, 0.8631265759468079, 11
1086, 14, 0.4521837532520294, 14
1087, 6, 0.8035289645195007, 6
1088, 20, 0.7873942852020264, 20
1091, 8, 0.7075913548469543, 8
1092, 19, 0.6334907412528992, 19
1093, 8, 0.6887966394424438, 8
1095, 7, 0.9403082132339478, 7
1096, 1, 0.8095242977142334, 1
1097, 24, 0.6838969588279724, 24
1100, 6, 0.6483336687088013, 6
1102, 23, 0.7474899291992188, 23
1104, 14, 0.9844003319740295, 14
1105, 5, 0.7194399833679199, 5
1106, 2, 0.5632215142250061, 2
1112, 1, 0.8243396282196045, 1
1113, 7, 0.7640804648399353, 7
1115, 23, 0.5605227947235107, 23
1116, 29, 0.996000349521637, 29
1119, 17, 0.5182018876075745, 17
1121, 16, 0.5641014575958252, 16
1122, 16, 0.583879828453064, 16
1128, 25, 0.23571757972240448, 25
1129, 26, 0.8311105966567993, 26
113, 9, 0.4472878873348236, 9
1131, 25, 0.8217329978942871, 25
1136, 28, 0.6915255188941956, 28
1138, 29, 0.5057985186576843, 29
1139, 22, 0.5043973326683044, 22
114, 10, 0.23114868998527527, 10
1141, 20, 0.8359016180038452, 20
1142, 29, 0.5866031646728516, 29
1145, 14, 0.2337728589773178, 14
1146, 25, 0.3627958297729492, 25
1147, 11, 0.4857059419155121, 11
1151, 17, 0.889668345451355, 17
1152, 20, 0.9589586853981018, 20
1154, 28, 0.4425795078277588, 28
1158, 6, 0.3707549571990967, 6
1159, 5, 0.641488254070282, 5
1163, 23, 0.34071624279022217, 23
1166, 24, 0.9529077410697937, 24
1168, 8, 0.8757505416870117, 8
1169, 14, 0.8627777099609375, 14
117, 9, 0.9465062022209167, 9
1173, 17, 0.9629151821136475, 17
1178, 29, 0.43334972858428955, 29
118, 23, 0.4932464063167572, 23
1180, 16, 0.2607065737247467, 16
1183, 27, 0.9798048734664917, 27
1185, 2, 0.9998626708984375, 2
1186, 5, 0.9754602313041687, 5
1187, 13, 0.31985294818878174, 13
1189, 19, 0.33317995071411133, 19
119, 29, 0.976366400718689, 29
1190, 1, 0.9734233617782593, 1
1191, 20, 0.5874658226966858, 20
1194, 21, 0.3854384422302246, 21
1196, 8, 0.47630345821380615, 8
1197, 29, 0.9731274843215942, 29
1199, 7, 0.998146653175354, 7
12, 22, 0.4709951877593994, 22
